Name,fs,RAh,RAm,RAs,DE_,DEd,DEm,DEs,GLON,GLAT,Vmag,b_y,Hbeta,E(b-y),logTe,[Fe/H],Dist,VMAG,dVMag,Age,clAge,chAge,mass,clmass,chmass,RVel,meRVel,e_RVel,o_RVel,dT,P(chi2),vsini,pmRA,pmDE,e_pm,plx,e_plx,UVel,VVel,WVel,Rgal,zgal,Rmin,Rmax,ecc,zmax,RA,DEC,X,Y,Z,ObjType,SpecType,Teff,R_xy,w_vmax
HD 34445, ,5,17,40.9,+,7,21,12,195,-17,7.311,0.411,2.606,0.019,3.752,-0.01,45,4.04,1.15,9.5,8.0,11.1,1.04,1.0,1.07,-79.4,0.4,0.6,2,1003,0.047,3,-2,-149,2,22.2,1.0,85,-5,7,8.042,-0.013,6.2,11.01,0.28,0.25,79.42041666666665,7.353333333333333,-41.567375,-11.137946,-13.156726,PM*,G,5649.369748123023,43.03371359166602,6.713959240189154e-07
HD 34449, ,4,50,33.2,-,85,22,30,298,-29,8.134,0.389,2.595,0.001,3.758,-0.16,43,4.96,0.22,5.2,0.0,13.9,0.94,0.86,1.02,25.8,0.2,0.2,5,1807,0.731,4,48,-37,1,23.2,0.7,15,-24,-2,7.982,-0.021,6.66,8.25,0.11,0.08,72.63833333333332,-85.375,17.656193,-33.206463,-20.846813,PM*,G,5727.960309858292,37.60864709376845,2.3931983809430355e-06
HD 34590, ,5,20,0.7,+,32,47,8,174,-3,7.005,0.367,2.618,0.015,3.772,-0.26,57,3.21,1.74,4.8,4.3,5.6,1.19,1.14,1.25,0.4,0.2,0.1,2,635,0.953,8,15,-39,1,17.4,0.9,-1,-11,-3,8.057,-0.003,7.61,8.15,0.03,0.06,80.00291666666665,32.785555555555554,-56.61006,5.949959,-2.9831498,*,G,5915.616341754737,56.92188423888725,2.1329403021556404e-07
HD 34599, ,5,16,35.0,-,42,30,51,248,-35,8.287,0.414,2.595,0.0,3.749,-0.08,47,4.93,0.39,11.1,2.0,0.0,0.9,0.86,0.99,30.5,0.2,0.3,4,1861,0.416,4,17,94,1,21.3,0.8,-30,-18,-12,8.015,-0.027,7.05,8.25,0.08,0.08,79.14583333333331,-42.51416666666667,-14.422416,-35.69671,-26.958094,PM*,G,5610.479760324706,38.500145299740836,2.296036038019654e-06
HD 34796, ,5,19,25.6,-,14,46,6,216,-27,8.009,0.363,2.601,-0.007,3.771,-0.29,67,3.89,1.11,8.4,6.6,10.1,1.01,0.98,1.07,54.0,0.2,0.3,4,1575,0.43,4,-34,0,2,15.0,1.0,-39,-21,-33,8.048,-0.03,6.82,8.44,0.11,0.43,79.85666666666665,-14.768333333333334,-48.29625,-35.089264,-30.417362,*,G,5902.010801718442,59.697438907579574,5.457310954707681e-07
HD 34991, ,5,21,17.9,-,5,48,41,208,-23,7.231,0.359,2.608,-0.005,3.774,-0.15,37,4.39,0.41,5.9,0.2,9.5,1.02,0.96,1.09,-5.2,0.2,0.1,3,472,0.817,2,2,-7,2,0.0,0.0,5,1,2,8.03,-0.014,7.83,8.67,0.05,0.14,80.32458333333332,-5.811388888888889,-30.072031,-15.989581,-14.457051,*,G,5942.921586155727,34.05868096419064,1.088876688899508e-06
HD 35041, ,5,21,12.9,-,14,9,8,216,-26,7.679,0.402,2.588,0.002,3.751,-0.21,37,4.83,0.55,13.6,6.7,0.0,0.88,0.84,0.95,-4.3,0.2,0.2,4,1121,0.74,5,-29,28,2,26.9,1.0,0,8,0,8.027,-0.016,7.96,9.0,0.06,0.1,80.30374999999998,-14.152222222222225,-26.904171,-19.547016,-16.219732,*,G,5636.376558259543,33.255379289695334,1.999763790342133e-06
HD 35190, ,5,23,41.7,+,16,29,49,188,-11,8.136,0.35,2.622,0.007,3.778,-0.24,66,4.04,0.75,6.4,3.7,9.0,1.04,0.97,1.1,-0.2,0.3,0.5,2,241,0.253,5,-47,-18,2,0.0,0.0,3,4,-15,8.064,-0.012,7.94,8.79,0.05,0.12,80.92375,16.496944444444445,-64.15688,-9.016664,-12.593393,*,G,5997.910762555094,64.78738674327971,6.713959240189154e-07
HD 35676, ,5,24,57.9,-,34,12,22,238,-32,8.069,0.445,0.0,0.0,3.736,0.03,37,5.21,0.3,0.0,0.0,0.0,0.88,0.85,0.98,45.9,0.1,0.2,5,3217,0.695,4,16,182,2,26.8,0.8,-50,-21,-16,8.017,-0.02,6.61,8.65,0.13,0.13,81.24125,-34.20611111111111,-16.627693,-26.609863,-19.607014,PM*,G,5445.026528424214,31.37777849658924,3.3804825648124227e-06
HD 35833, ,5,28,9.2,+,16,26,20,189,-10,6.853,0.418,2.572,0.0,3.748,-0.21,61,2.93,2.52,3.5,2.9,4.2,1.28,1.25,1.33,54.8,0.2,0.2,2,1487,0.596,4,-38,-54,1,16.4,1.3,-49,-15,-27,8.059,-0.011,6.9,8.83,0.12,0.32,82.03833333333333,16.43888888888889,-59.33367,-9.397526,-10.592539,PM*,G,5597.576014951104,60.0732710162313,1.4487008013797057e-07
HD 35974, ,5,27,6.6,-,31,33,58,235,-31,7.188,0.376,2.608,0.011,3.766,-0.22,58,3.35,1.7,5.5,4.8,6.3,1.16,1.1,1.24,76.4,0.2,0.4,3,3722,0.182,5,-58,40,2,17.1,0.7,-47,-39,-50,8.029,-0.03,5.96,8.41,0.17,0.85,81.77749999999999,-31.566111111111116,-28.51575,-40.724724,-29.872208,PM*,G,5834.451042737448,49.71570318258282,2.5880859813430504e-07
HD 36130, ,5,37,33.4,+,74,41,19,139,21,7.76,0.377,0.0,0.0,3.772,0.26,50,4.27,0.21,3.3,0.0,6.8,1.15,1.13,1.18,-62.6,0.2,0.3,2,609,0.307,4,-26,-180,2,20.0,0.7,13,-60,-45,8.035,0.018,5.11,8.14,0.23,0.71,84.38916666666667,74.68861111111111,-35.229107,30.62419,17.918398,PM*,G,5915.616341754737,46.679020910614106,9.225261814543033e-07
HD 36152, ,5,28,59.1,-,17,25,45,220,-26,8.28,0.411,2.594,0.005,3.751,0.0,47,4.93,0.28,7.6,0.0,15.1,0.95,0.88,1.03,-9.7,0.2,0.3,5,1840,0.33,1,-85,-72,2,21.4,1.1,19,6,-17,8.032,-0.02,7.63,9.3,0.1,0.16,82.24624999999999,-17.429166666666667,-32.360264,-27.153482,-20.603445,PM*,G,5636.376558259543,42.243322204509674,2.296036038019654e-06
HD 36379, ,5,30,59.9,-,10,4,51,213,-22,6.953,0.359,2.605,-0.005,3.773,-0.32,42,3.85,1.13,8.2,7.0,9.6,1.02,0.98,1.08,22.8,0.2,0.1,5,1192,0.984,4,160,-314,2,24.0,0.9,19,-70,-7,8.032,-0.016,4.56,8.17,0.28,0.02,82.74958333333332,-10.080833333333333,-32.65928,-21.209179,-15.733477,PM*,G,5929.2532458,38.94172369030987,5.163910426473034e-07
HD 36435, ,5,27,39.3,-,60,24,57,269,-34,6.979,0.455,0.0,0.0,3.726,-0.21,20,5.52,0.37,0.0,3.0,0.0,0.83,0.8,0.89,13.7,0.1,0.2,5,2126,0.671,5,-148,-92,2,51.1,0.5,9,-4,-19,8.0,-0.011,7.59,8.51,0.06,0.17,81.91375,-60.41583333333333,-0.28937218,-16.578226,-11.183858,PM*,G,5321.082592667942,16.580751296778864,5.187745954018055e-06
HD 36516, ,5,31,1.1,-,28,31,43,232,-29,8.179,0.384,2.573,0.0,3.758,-0.52,50,4.71,0.75,12.4,6.4,0.0,0.84,0.81,0.92,25.2,0.2,0.4,5,3336,0.208,3,-22,136,2,20.2,0.9,-40,1,-8,8.027,-0.024,7.52,9.06,0.09,0.03,82.75458333333331,-28.52861111111111,-26.923485,-34.460487,-24.24048,PM*,G,5727.960309858292,43.7309868265329,1.6942547049835658e-06
HD 37006, ,5,46,11.9,+,78,15,22,135,23,8.187,0.447,0.0,0.0,3.731,-0.15,35,5.44,0.31,0.0,0.0,0.0,0.84,0.81,0.92,-12.0,0.2,0.3,2,986,0.43,4,-46,71,2,28.2,0.8,17,3,-7,8.023,0.014,7.61,9.04,0.09,0.01,86.54958333333332,78.25611111111111,-22.781332,22.781332,13.67559,PM*,G,5382.697825162882,32.217668683324185,4.6449249398502366e-06
HD 37216, ,5,39,52.3,+,52,53,50,159,11,7.845,0.448,0.0,0.0,3.732,-0.04,28,5.62,0.03,0.0,0.0,14.6,0.88,0.82,0.93,11.0,0.2,0.3,4,615,0.45,2,-10,-141,2,35.9,1.1,-18,-10,-8,8.025,0.006,7.66,8.11,0.03,0.01,84.96791666666665,52.89722222222222,-25.659983,9.849943,5.342652,PM*,G,5395.1062251512785,27.485561749099073,5.9563293045116295e-06
HD 37464, ,5,44,26.1,+,68,29,33,145,19,8.011,0.368,0.0,0.0,3.768,-0.49,64,3.98,1.24,9.3,6.5,12.1,0.97,0.88,1.03,-15.4,0.2,0.1,3,612,0.969,4,31,-90,2,0.0,0.0,-6,-31,-8,8.049,0.021,6.53,8.06,0.1,0.03,86.10874999999999,68.4925,-49.5695,34.708942,20.83636,PM*,G,5861.3816451402845,60.513188521258435,6.179860907400366e-07
HD 37548, ,5,38,37.8,-,16,55,9,221,-24,7.592,0.382,2.601,0.005,3.765,-0.08,56,3.86,1.09,7.8,6.2,9.1,1.08,1.02,1.12,71.5,0.2,0.4,5,1815,0.165,3,108,-104,2,17.9,1.0,-33,-74,-14,8.039,-0.022,4.45,8.12,0.29,0.1,84.65749999999998,-16.91916666666667,-38.60984,-33.563026,-22.777252,PM*,G,5821.032177708716,51.15854238641164,5.23574757632536e-07
HD 37685, ,5,40,46.3,+,9,15,55,196,-11,7.961,0.402,2.599,0.014,3.756,-0.07,73,3.64,1.51,7.1,5.8,8.5,1.11,1.05,1.16,-64.8,0.3,0.5,2,731,0.163,3,-52,-70,2,13.7,1.1,69,8,-15,8.069,-0.014,6.78,11.04,0.24,0.14,85.19291666666666,9.265277777777778,-68.88284,-19.751833,-13.929057,PM*,G,5701.642722807472,71.6587786201069,3.863480284458676e-07
HD 37693, ,5,43,26.8,+,52,29,19,159,12,7.143,0.391,0.0,0.0,3.758,-0.12,30,4.74,0.41,9.2,2.8,14.5,0.95,0.88,1.02,-25.4,0.4,0.6,2,983,0.103,4,246,20,2,33.0,0.9,24,-25,26,8.028,0.006,6.59,8.5,0.13,0.62,85.86166666666665,52.48861111111111,-27.395386,10.516102,6.237351,PM*,G,5727.960309858292,29.34443005688473,1.7659512088359783e-06
HD 37773, ,5,41,34.3,+,15,12,49,191,-8,7.676,0.428,2.581,0.0,3.743,-0.03,38,4.79,0.62,14.1,8.3,0.0,0.9,0.87,0.95,-42.7,0.2,0.1,2,731,0.66,4,71,-201,1,26.5,1.1,50,-28,-2,8.037,-0.005,6.05,9.07,0.2,0.09,85.39291666666665,15.21361111111111,-36.938812,-7.180176,-5.288578,PM*,G,5533.501092157366,37.63018415264958,1.8922508123754359e-06
HD 37799, ,5,43,13.7,+,41,41,46,169,6,6.798,0.446,0.0,0.0,3.738,-0.16,89,2.04,3.58,1.5,1.2,1.8,1.76,1.57,1.78,9.4,0.3,0.3,2,382,0.457,4,63,-100,1,11.2,1.0,-19,-47,2,8.087,0.01,5.73,8.1,0.17,0.14,85.80708333333332,41.69611111111111,-86.88622,16.888973,9.303033,PM*,G,5470.159628939716,88.5124433900857,4.2362218931380014e-08
HD 37962, ,5,40,51.9,-,31,21,4,236,-28,7.846,0.405,2.587,0.008,3.749,-0.28,37,5.01,0.47,13.8,4.6,0.0,0.86,0.82,0.93,2.7,0.2,0.3,4,1069,0.453,3,-61,-364,2,27.1,0.7,54,-24,-27,8.018,-0.017,6.13,9.26,0.2,0.33,85.21624999999999,-31.351111111111116,-18.268307,-27.08388,-17.37045,PM*,G,5610.479760324706,32.66906176339702,2.564358266443843e-06
HD 38110, ,5,42,58.8,-,7,28,52,212,-19,8.181,0.415,2.612,0.0,3.752,0.01,60,4.31,0.86,10.4,7.4,13.1,1.0,0.94,1.05,57.0,0.2,0.1,2,1107,0.733,4,49,-98,2,16.8,1.2,-30,-54,-18,8.048,-0.019,5.32,8.14,0.21,0.16,85.745,-7.481111111111111,-48.110714,-30.06291,-19.534088,PM*,G,5649.369748123023,56.73111456033537,9.74941821268923e-07
HD 38215, ,5,37,58.1,-,69,57,27,280,-32,8.14,0.438,0.0,0.0,3.737,-0.21,43,4.97,0.71,0.0,10.8,0.0,0.87,0.83,0.91,17.5,0.1,0.3,4,2167,0.48,2,54,169,2,0.0,0.0,-32,-24,-3,7.993,-0.023,6.74,8.22,0.1,0.07,84.49208333333333,-69.9575,6.332266,-35.912067,-22.786528,PM*,G,5457.57861091271,36.46606845969613,2.4264910867647234e-06
HD 38277, ,5,44,17.5,-,10,1,0,214,-19,7.12,0.392,2.593,0.0,3.758,-0.2,39,4.14,1.08,11.0,9.2,12.7,0.99,0.96,1.03,32.3,0.2,0.2,4,3281,0.757,3,66,-141,2,25.4,0.8,-9,-41,-11,8.031,-0.013,6.0,8.03,0.14,0.05,86.07291666666666,-10.016666666666667,-30.570946,-20.620365,-12.697158,PM*,G,5727.960309858292,36.87522463752785,7.70865661620565e-07
HD 38406, ,5,45,28.7,-,1,36,54,207,-15,8.205,0.388,2.603,0.006,3.762,-0.03,66,4.11,0.87,8.3,5.7,10.7,1.03,0.99,1.09,-2.0,0.2,0.4,3,1494,0.244,3,133,-60,1,15.2,1.3,11,-35,27,8.057,-0.017,6.33,8.2,0.13,0.63,86.36958333333332,-1.615,-56.802647,-28.942398,-17.082056,PM*,G,5780.960474057181,63.751102799849775,7.395690025727166e-07
HD 38858, ,5,48,34.9,-,4,5,40,209,-16,5.975,0.402,2.578,0.0,3.751,-0.26,16,5.01,0.41,12.2,2.4,0.0,0.86,0.83,0.95,31.2,0.1,0.2,5,2200,0.862,3,62,-229,1,64.2,1.2,-17,-29,-12,8.013,-0.004,6.6,8.03,0.1,0.07,87.14541666666665,-4.094444444444444,-13.451814,-7.4564633,-4.4101977,PM*,G,5636.376558259543,15.380186762027401,2.564358266443843e-06
HD 38949, ,5,48,20.0,-,24,27,49,229,-24,7.817,0.363,2.59,-0.016,3.772,-0.11,43,4.67,0.14,2.6,0.0,9.0,1.02,0.95,1.08,3.0,0.2,0.3,4,1046,0.349,7,-31,-39,2,23.5,0.8,4,-3,-9,8.025,-0.017,7.76,8.46,0.04,0.03,87.08333333333331,-24.46361111111111,-25.771606,-29.646843,-17.489676,*,G,5915.616341754737,39.28245124334637,1.6031667626742862e-06
HD 38973, ,5,46,27.9,-,53,13,9,261,-31,6.631,0.373,2.598,-0.013,3.768,-0.17,29,4.33,0.63,7.9,4.8,10.3,1.0,0.96,1.06,-5.9,0.1,0.3,5,1120,0.504,4,40,-139,2,34.7,0.5,20,0,6,8.004,-0.015,7.48,8.97,0.09,0.21,86.61624999999998,-53.219166666666666,-3.8886256,-24.55181,-14.936104,PM*,G,5861.3816451402845,24.85785154298487,1.0022560819895619e-06
HD 39091, ,5,37,9.8,-,80,28,8,293,-30,5.662,0.372,2.615,0.004,3.77,-0.03,18,4.36,0.43,6.0,2.9,9.0,1.04,0.99,1.1,10.3,0.1,0.1,5,2167,0.915,3,312,1050,1,54.9,0.4,-84,-46,0,7.994,-0.009,5.2,9.1,0.27,0.11,84.29083333333332,-80.46888888888888,6.0908966,-14.34925,-9.0,PM*,G,5888.43655355589,15.588457170431958,1.0446689829731647e-06
HD 39537, ,5,56,22.0,+,54,16,11,159,14,8.001,0.482,0.0,0.0,3.718,-0.14,26,5.93,0.07,0.0,0.0,0.0,0.82,0.78,0.87,16.0,0.2,0.1,2,276,0.921,1,-45,-112,2,0.0,0.0,-21,-2,-7,8.023,0.006,7.85,8.39,0.03,0.01,89.09166666666665,54.26972222222222,-23.552078,9.040794,6.2899694,PM*,G,5223.9618899911975,25.227689832176868,9.140684105848662e-06
HD 39833, ,5,55,1.9,-,0,30,28,207,-13,7.647,0.391,2.603,-0.005,3.764,0.21,47,4.3,0.43,5.4,2.2,9.0,1.12,1.07,1.17,24.3,0.1,0.2,4,2948,0.531,3,-104,-51,1,21.4,1.1,-17,-7,-30,8.041,-0.01,7.83,8.17,0.02,0.37,88.75791666666666,-0.5077777777777778,-40.803993,-20.790674,-10.572699,PM*,G,5807.644175213118,45.7953924551185,9.615651180014716e-07
HD 40040, ,5,57,1.7,+,15,44,28,193,-4,8.185,0.414,2.578,0.0,3.746,-0.41,68,4.02,1.62,12.2,10.0,14.7,0.93,0.86,0.98,-26.6,0.2,0.3,3,719,0.637,2,88,-243,1,14.7,1.2,45,-74,-12,8.066,-0.005,4.3,8.53,0.33,0.08,89.25708333333333,15.74111111111111,-66.095764,-15.25941,-4.74344,PM*,G,5571.857489319298,67.83435421887494,6.530985211445702e-07
HD 40199,*,5,54,51.3,-,47,38,32,255,-29,8.258,0.385,0.0,0.0,3.763,-0.25,96,3.34,1.81,5.7,4.8,6.7,1.13,1.08,1.23,15.4,0.2,0.1,2,1080,0.744,5,64,107,2,10.4,0.7,-50,-18,26,8.022,-0.046,6.77,8.77,0.13,0.61,88.71374999999999,-47.64222222222222,-21.731346,-81.10251,-46.54172,PM*,G,5794.286964268809,83.96349520638012,2.5525761104483704e-07
HD 40583, ,5,58,3.7,-,35,48,1,242,-26,8.265,0.368,2.611,-0.001,3.772,-0.06,61,4.34,0.43,5.9,2.4,9.0,1.04,0.98,1.11,17.7,0.2,0.1,3,1447,0.929,3,-7,-51,2,16.4,0.8,5,-18,-13,8.026,-0.026,7.11,8.17,0.07,0.09,89.51541666666665,-35.80027777777777,-25.739458,-48.40887,-26.74064,PM*,G,5915.616341754737,54.82643881204272,1.0161988529530514e-06
HD 40616, ,6,0,13.7,+,4,50,7,203,-9,7.464,0.397,2.583,0.002,3.754,-0.27,53,3.82,1.55,9.1,8.0,10.5,1.02,0.99,1.05,76.6,0.3,0.1,2,360,0.807,3,-61,136,2,18.7,1.0,-85,5,-9,8.049,-0.008,6.79,10.7,0.22,0.04,90.05708333333331,4.835277777777778,-48.186115,-20.45379,-8.291027,PM*,G,5675.446054085472,52.347485175100104,4.954258924249949e-07
HD 40647, ,6,6,5.7,+,69,28,34,145,21,8.285,0.476,0.0,0.0,3.716,-0.34,32,5.76,0.42,0.0,0.0,0.0,0.79,0.76,0.85,-13.8,0.2,0.1,2,612,0.789,1,-135,-56,1,31.3,1.0,3,-3,-26,8.024,0.012,7.77,8.44,0.04,0.29,91.52375,69.47611111111111,-24.471815,17.135353,11.467774,PM*,G,5199.959965335162,29.87457199406937,7.227343567792226e-06
HD 40668, ,6,3,7.4,+,51,15,33,162,14,8.264,0.436,2.59,0.0,3.739,-0.14,48,4.86,0.72,17.2,10.3,0.0,0.88,0.85,0.93,-12.7,0.2,0.2,2,983,0.665,2,-1,-22,2,0.0,0.0,10,-8,-5,8.044,0.011,7.51,8.47,0.06,0.03,90.78083333333332,51.259166666666665,-44.29469,14.39222,11.612251,*,G,5482.769649208536,46.57419412855686,2.0843886533432196e-06
HD 41343, ,6,6,3.3,+,33,15,14,178,6,8.153,0.403,2.588,-0.012,3.757,-0.09,116,2.83,2.31,3.7,2.9,4.8,1.29,1.19,1.37,28.7,0.3,0.0,1,0,0.0,10,48,-82,2,0.0,0.0,-30,-51,4,8.115,0.012,5.51,8.2,0.2,0.18,91.51375,33.25388888888889,-115.294266,4.0261593,12.125302,PM*,G,5714.786366718672,115.3645427815138,1.2617656507419192e-07
HD 41484, ,6,5,10.8,-,9,17,30,216,-14,7.958,0.37,2.628,0.018,3.773,-0.03,81,3.41,1.31,5.1,3.1,6.2,1.17,1.11,1.27,0.2,0.2,0.1,2,795,0.89,5,-7,-57,2,12.3,1.1,13,-13,-12,8.064,-0.02,7.25,8.44,0.08,0.07,91.295,-9.291666666666666,-63.583855,-46.196358,-19.595675,PM*,G,5929.2532458,78.59395720489705,2.8117629262552084e-07
HD 41708, ,6,7,59.0,+,27,25,41,184,4,8.026,0.394,2.616,0.018,3.759,-0.02,44,4.79,0.25,6.4,0.0,12.3,0.98,0.91,1.05,34.2,0.2,0.2,3,2522,0.624,2,27,-94,1,22.5,1.1,-33,-22,-3,8.044,0.003,6.83,8.29,0.1,0.07,91.99583333333332,27.42805555555556,-43.7859,-3.0618052,3.0692847,PM*,G,5741.164622073275,43.89282048231518,1.8922508123754359e-06
HD 42250, ,6,16,2.6,+,70,46,53,144,23,7.433,0.469,0.0,0.0,3.725,-0.02,26,5.38,0.39,0.0,6.3,0.0,0.85,0.84,0.91,19.3,0.2,0.4,3,2880,0.158,1,-11,-443,1,38.9,0.7,-50,-26,-9,8.019,0.01,6.38,8.58,0.15,0.03,94.01083333333332,70.78138888888888,-19.362307,14.067538,10.159009,PM*,G,5308.8444423098845,23.93312678576899,4.275419171710767e-06
HD 42287, ,6,5,42.0,-,61,44,54,271,-29,7.834,0.371,2.619,0.013,3.768,-0.2,49,4.39,0.59,7.9,4.8,11.5,0.99,0.94,1.05,-5.2,0.1,0.2,5,1159,0.763,5,-50,10,2,20.5,0.7,-3,10,-7,7.999,-0.024,7.97,9.04,0.06,0.03,91.42499999999998,-61.748333333333335,0.7479429,-42.84984,-23.75567,PM*,G,5861.3816451402845,42.85636716530299,1.088876688899508e-06
HD 42618, ,6,12,0.5,+,6,46,59,202,-6,6.857,0.402,2.581,-0.012,3.754,-0.03,23,5.04,0.12,2.5,0.0,12.0,0.96,0.88,1.02,-53.7,0.1,0.2,8,2238,0.868,4,197,-253,2,43.3,0.9,62,-12,11,8.021,-0.002,6.38,9.88,0.22,0.32,93.00208333333332,6.783055555555555,-21.208406,-8.568754,-2.4041548,PM*,G,5675.446054085472,22.87400337005641,2.6728753163232114e-06
HD 42819, ,6,16,12.3,+,56,56,3,157,18,7.475,0.373,2.612,0.0,3.77,0.02,53,3.86,0.88,6.5,3.7,8.2,1.11,1.06,1.18,22.2,0.1,0.3,6,1517,0.717,2,-208,-187,2,18.9,1.0,-47,-6,-56,8.046,0.016,7.27,9.17,0.12,1.06,94.05124999999998,56.93416666666666,-46.398968,19.695194,16.377901,PM*,G,5888.43655355589,50.40600061661965,5.23574757632536e-07
HD 43279, ,6,18,52.0,+,57,8,16,157,18,8.186,0.418,2.599,0.0,3.75,0.07,57,4.41,0.76,9.8,6.3,13.1,0.99,0.93,1.06,5.1,0.2,0.3,5,1517,0.432,2,62,-108,2,0.0,0.0,-16,-29,6,8.05,0.018,6.63,8.06,0.1,0.2,94.71666666666664,57.13777777777778,-49.900776,21.181623,17.61397,PM*,G,5623.413251903491,54.21022595706741,1.1193829828386824e-06
HD 43691, ,6,19,34.6,+,41,5,32,173,12,8.028,0.371,2.626,0.02,3.785,0.13,93,3.09,1.19,2.6,2.2,3.1,1.38,1.3,1.45,-29.2,0.2,0.3,2,1082,0.325,5,23,-52,1,10.7,1.2,25,-29,-7,8.091,0.019,6.42,8.51,0.14,0.02,94.89416666666664,41.09222222222223,-90.289665,11.086171,19.335789,PM*,G,6095.368972401694,90.96772390938155,1.807085496711585e-07
HD 43717, ,6,16,52.8,-,18,36,24,226,-16,7.492,0.38,2.595,0.004,3.762,-0.29,53,3.87,1.33,9.1,7.8,10.5,1.01,0.98,1.05,77.0,0.2,0.2,4,3279,0.808,4,-125,27,2,18.9,0.9,-61,-34,-45,8.035,-0.014,5.99,8.78,0.19,0.75,94.21999999999998,-18.60666666666667,-35.390667,-36.648113,-14.60878,PM*,G,5780.960474057181,50.94686935588543,5.308584080479523e-07
HD 43834, ,6,10,14.4,-,74,45,10,286,-29,5.073,0.442,2.587,0.0,3.738,0.1,10,5.04,0.38,12.8,3.9,0.0,0.91,0.88,1.0,35.6,0.2,0.4,4,3280,0.116,3,122,-213,1,98.5,0.4,18,-31,-12,7.998,-0.005,6.33,8.27,0.13,0.07,92.56,-74.75277777777778,2.4107773,-8.407384,-4.848096,PM*,G,5470.159628939716,8.746196482680418,2.6728753163232114e-06
HD 44219, ,6,20,14.3,-,10,43,30,219,-12,7.7,0.418,2.6,0.023,3.76,0.09,51,4.08,0.85,7.8,5.1,9.8,1.09,1.03,1.16,-12.4,0.2,0.3,5,1166,0.261,2,73,-15,2,19.8,1.0,14,-3,16,8.038,-0.01,7.57,8.77,0.07,0.4,95.05958333333332,-10.725,-38.768337,-31.39398,-10.603497,PM*,G,5754.399373371566,49.885528302163635,7.095429681178739e-07
HD 44280, ,6,32,56.2,+,79,28,6,135,26,7.954,0.316,0.0,0.0,3.8,-0.19,143,2.18,2.06,1.9,1.6,2.2,1.56,1.46,1.64,-9.7,2.7,3.8,2,609,0.042,55,-12,-23,2,7.0,0.8,-7,-13,-14,8.09,0.062,7.61,8.1,0.03,0.11,98.23416666666664,79.46833333333333,-90.882706,90.882706,62.687077,*,G,6309.57344480193,128.52755541036666,5.140184413229288e-08
HD 44420, ,6,21,43.5,-,0,32,20,210,-7,7.612,0.428,2.605,0.0,3.748,0.21,41,4.54,0.57,9.1,4.8,13.4,1.05,1.03,1.07,-0.9,0.1,0.2,5,2197,0.6,1,-1,-155,2,24.3,0.9,15,-22,-14,8.035,-0.005,6.8,8.33,0.1,0.1,95.43124999999998,-0.5388888888888889,-35.24238,-20.347195,-4.996643,PM*,G,5597.576014951104,40.69439386982468,1.33961098561865e-06
HD 44447, ,6,15,6.0,-,71,42,9,282,-28,6.61,0.369,2.598,0.004,3.767,-0.42,31,4.14,1.06,10.7,8.9,12.9,0.98,0.89,1.03,13.3,0.2,0.2,4,4752,0.872,3,-16,54,2,32.0,0.5,-6,-12,-8,7.994,-0.015,7.56,8.02,0.03,0.02,93.775,-71.7025,5.6908226,-26.773245,-14.553618,PM*,G,5847.900841444806,27.37137390951897,7.70865661620565e-07
HD 44569, ,6,21,37.3,-,18,10,0,226,-15,7.725,0.392,2.586,0.0,3.757,-0.18,44,4.5,0.72,11.2,7.2,15.3,0.95,0.89,1.0,20.2,0.1,0.3,5,1811,0.432,3,-46,-97,2,22.6,0.9,0,-21,-22,8.03,-0.011,7.04,8.09,0.07,0.22,95.40541666666664,-18.166666666666668,-29.52349,-30.572474,-11.388038,PM*,G,5714.786366718672,42.50073679668125,1.2675896963662255e-06
HD 44614, ,6,24,30.8,+,38,34,9,175,12,7.588,0.391,0.0,0.0,3.763,0.13,45,4.33,0.5,6.0,3.1,9.3,1.09,1.04,1.15,32.1,0.2,0.2,2,1045,0.472,1,89,-92,2,22.3,1.0,-32,-23,15,8.044,0.009,6.83,8.26,0.09,0.36,96.12833333333332,38.56916666666667,-43.849144,3.836309,9.356027,PM*,G,5794.286964268809,44.01664112896641,1.0022560819895619e-06
HD 45184, ,6,24,43.8,-,28,46,48,237,-18,6.37,0.394,2.597,-0.001,3.76,0.03,22,4.66,0.31,7.4,0.3,11.5,1.01,0.94,1.08,-4.1,0.1,0.1,4,4740,0.959,2,-165,-122,2,45.4,0.6,10,5,-18,8.012,-0.007,7.77,9.0,0.07,0.18,96.1825,-28.78,-11.3956175,-17.547709,-6.798374,PM*,G,5754.399373371566,20.923245191771453,1.5811704900714475e-06
HD 45253, ,6,26,50.4,+,11,39,27,200,0,8.175,0.389,2.596,0.012,3.756,-0.36,50,4.68,0.72,12.5,5.7,0.0,0.87,0.83,0.96,28.0,0.3,0.1,2,120,0.86,1,-120,32,2,0.0,0.0,-33,9,-22,8.047,0.0,7.8,9.34,0.09,0.23,96.71,11.6575,-46.98463,-17.101007,0.0,PM*,G,5701.642722807472,49.99999896650948,1.6254690339100712e-06
HD 45289, ,6,24,24.3,-,42,50,51,251,-23,6.667,0.418,2.581,0.0,3.748,-0.04,28,4.44,0.87,13.7,8.8,15.8,0.94,0.91,1.0,56.0,0.1,0.2,4,1918,0.749,3,-75,777,1,35.8,0.5,-116,-20,-2,8.008,-0.011,5.63,10.81,0.32,0.1,96.10125,-42.8475,-8.391238,-24.369923,-10.940472,PM*,G,5597.576014951104,25.774134751695797,1.1667523931790261e-06
